timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
13,7577,5913,7929
13,7582,5920,7935
16,8290,6568,8807
17,9927,7665,10272
15,8749,6791,9101
19,11099,8543,11452
14,8162,6350,8509
11,6408,5162,6921
17,9914,7661,10267
15,8740,6781,9089
