timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
12,1141,1239,1658
13,1200,1285,1718
18,1863,1779,2380
11,1162,1256,1680
12,1315,1369,1831
13,1106,1208,1616
18,1841,1762,2358
11,1117,1222,1634
19,2127,1972,2641
20,1691,1652,2208
