timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
14,8221,6258,8391
16,9383,7122,9550
15,8808,6707,8993
14,8218,6254,8386
16,9381,7121,9550
15,8805,6664,8937
14,8208,6248,8377
16,9393,7132,9565
15,8799,6688,8968
14,8208,6249,8379
