timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
20,2161,2000,2678
17,1850,1762,2357
17,1741,1687,2257
20,2770,2456,3289
11,1122,1226,1639
18,1898,1806,2415
15,1405,1432,1916
14,1519,1523,2037
16,1506,1512,2023
15,1262,1331,1779
