timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
12,69974,52623,70598
18,105599,79170,106211
16,93879,70442,94501
20,117396,87957,118004
12,70379,52921,70995
15,88049,66091,88666
12,70417,52945,71030
18,105620,79186,106236
16,93894,70441,94506
20,117391,87963,118008
