timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
15,88088,65846,88341
17,99813,74587,100065
20,116691,87172,116915
14,82197,61495,82501
16,93842,70164,94132
12,70387,52648,70630
20,117322,87632,117533
14,82067,61363,82324
19,111488,83275,111728
16,93868,70149,94116
