timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
15,11566,8890,11917
19,16097,12278,16448
11,6625,5264,7057
17,14804,11306,15151
18,19446,14787,19795
13,13588,10409,13936
13,10103,7801,10454
16,13740,10517,14093
17,13725,10510,14079
15,11239,8653,11592
