timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
16,18646,14182,19001
15,17447,13265,17793
17,19824,15055,20172
20,16329,12224,16388
14,16291,12419,16638
16,18643,14183,19000
15,17457,13363,17925
17,19826,15062,20181
20,23318,17670,23667
17,19819,15056,20168
