timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
14,1417,1133,1515
13,1321,1089,1456
18,1817,1445,1933
12,1145,947,1264
20,2037,1574,2107
11,1058,842,1125
12,1271,1004,1344
17,1796,1395,1866
20,2064,1596,2137
11,1055,840,1122
