timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
11,35297,26630,35650
12,38097,28716,38447
13,41662,31384,42013
11,34837,26290,35190
15,48527,36513,48883
14,43657,32883,44010
19,58811,44184,59173
13,41678,31389,42026
11,34998,26400,35356
15,48374,36392,48732
