timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
17,1734,1381,1848
20,2065,1628,2180
18,1855,1434,1921
18,1943,1502,2011
15,1549,1206,1613
14,1705,1324,1773
16,1118,899,1201
19,1891,1510,2020
16,1332,1047,1401
19,2067,1593,2133
