timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
15,168129,125781,168470
12,160772,120242,161106
18,247696,185269,248042
16,227796,170329,228066
20,302511,226045,302795
12,155896,116567,156208
18,256183,191609,256531
16,206250,154177,206610
20,283523,211935,283851
12,173423,129902,174045
