timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
12,14094,10635,14266
13,15248,11496,15420
18,21151,15897,21324
18,21149,15896,21324
18,21140,15892,21319
18,21131,15879,21301
15,17627,13270,17799
14,16416,12368,16590
16,18808,14152,18984
15,17627,13269,17799
