timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
18,103096,77267,103444
16,91345,68478,91696
20,114983,86127,115322
12,68472,51396,68820
18,103400,77474,103743
16,91814,68844,92167
17,85956,64472,86307
18,103702,77705,104047
16,91765,68792,92115
20,115000,86162,115351
