timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
17,8332,6596,8847
12,1866,1781,2385
13,3637,3066,4107
17,6107,4819,6454
12,5038,4142,5552
12,3185,2764,3703
12,5417,4422,5928
15,2096,1950,2611
16,7757,6166,8267
17,3122,2717,3639
