timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
14,16444,12645,16962
14,16447,12642,16956
14,16448,12647,16964
11,12927,10022,13441
20,23495,17894,24004
19,22315,17014,22823
14,16447,12645,16962
11,12924,10023,13442
20,23491,17897,24009
19,22329,17030,22845
