timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
16,18354,14064,18838
20,23040,17462,23387
19,21910,16616,22256
14,16025,12230,16379
11,12516,9600,12865
20,23027,17449,23375
12,13675,10469,14022
15,17206,13102,17557
12,13666,10463,14016
15,17147,13069,17500
