timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
12,6265,4809,6795
13,6447,4910,6939
11,5637,4321,6105
12,6279,4859,6863
13,6754,5198,7345
18,9516,7140,10093
18,9888,7331,10361
18,9808,7281,10291
18,9783,7350,10390
18,9486,7145,10100
11,5433,4156,5872
12,6196,4766,6733
20,10745,8029,11348
17,8447,6252,8834
20,10995,8115,11471
