timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
19,55204,39766,56228
19,61927,44533,62965
19,22843,16588,23453
16,5532,4142,5852
12,30018,21698,30679
13,41888,30358,42916
18,58230,41909,59257
11,19281,14369,20309
15,41748,30181,42674
17,53911,38856,54935
13,7211,5660,8000
18,49815,35958,50843
18,59339,42695,60363
11,33716,24512,34656
15,20756,15379,21740
