timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
11,10432,8922,12611
14,13387,11290,15957
15,14451,12178,17215
13,13394,11544,16319
17,17716,14900,21062
19,19434,16140,22815
15,14350,12027,17000
13,13058,11323,16005
17,16784,14050,19862
19,20332,16595,23459
15,14121,11886,16800
16,15801,13132,18563
11,10540,9712,13728
11,10938,9389,13271
14,13419,11262,15920
