timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
13,7474,5706,8065
11,6355,4848,6850
12,6900,5276,7455
13,7506,5701,8056
11,3305,2547,3596
12,6819,5214,7368
13,7446,5634,7963
11,6276,4794,6774
15,8612,6300,8905
14,8008,6082,8594
16,8785,6656,9408
15,6180,4736,6692
17,9854,7401,10460
13,7533,5686,8037
11,6345,4884,6901
