timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
11,39305,30097,42552
17,57359,41634,58867
18,46426,35204,49770
19,58087,43281,61193
11,37361,28749,40646
17,57682,43257,61160
12,37960,29040,41058
15,50424,38100,53869
19,64221,47805,67591
18,57158,42983,60771
13,41200,31307,44261
13,44642,33412,47238
13,44475,33818,47814
13,43961,33450,47290
13,45270,34465,48728
