timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
16,3000,2218,3130
16,3011,2226,3141
19,3519,2585,3647
19,3642,2672,3772
13,2369,1772,2499
18,3380,2482,3506
15,2742,2036,2872
17,3169,2298,3246
17,3126,2302,3251
20,3763,2758,3893
11,1861,1408,1987
15,2758,2046,2888
14,2502,1862,2629
13,2375,1773,2502
18,3372,2480,3502
