timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
18,16392,12306,17398
15,19998,14749,20851
17,44511,32192,45518
13,33566,24462,34587
18,49623,35822,50649
11,18437,13553,19160
15,39212,28282,39989
14,34911,25414,35933
19,36698,26674,37715
19,51267,36978,52285
16,41850,30326,42878
15,38160,27676,39132
17,13209,10044,14199
20,53858,38818,54886
17,45349,32800,46376
