timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
15,8663,7619,10770
20,11638,9727,13748
13,7515,6612,9344
14,6702,5671,8013
18,10433,8931,12620
14,8079,7000,9890
12,6917,6100,8618
19,11054,9298,13143
12,6884,6066,8570
19,11016,9286,13126
15,8687,7519,10625
17,9840,8516,12037
13,7478,6635,9375
17,9831,8383,11848
19,11025,9329,13186
