timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
18,20808,15322,21661
13,14858,11060,15634
16,7552,6196,8755
19,20893,15389,21755
11,11607,9000,12721
17,18566,14086,19913
12,1920,2135,3013
19,20714,15217,21511
11,12823,9622,13600
13,13082,9945,14057
13,10745,8535,12063
13,15073,11331,16017
13,15131,11356,16053
13,13356,10261,14502
13,12357,9440,13343
