timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
13,7580,5852,8270
13,7557,5820,8223
13,7594,5856,8275
20,11715,8783,12413
19,11098,8347,11794
11,6437,5030,7108
17,9923,7490,10585
19,11128,8355,11808
11,6420,5028,7105
17,9937,7475,10563
12,7031,5440,7687
12,6972,5456,7709
19,11126,8357,11811
11,6403,5036,7116
17,9937,7535,10648
