timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
20,63147,45226,63944
17,52125,37579,53133
13,43116,30996,43823
11,39343,28482,40269
15,51865,37365,52831
17,58393,42028,59421
13,43906,31446,44459
18,62338,44608,63064
11,38586,27990,39573
15,53160,38324,54185
17,60618,43573,61606
13,41419,29932,42322
11,38334,27782,39281
15,49326,35378,50019
17,56364,40466,57215
