timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
18,9432,7042,9953
18,9859,7220,10202
15,8174,6127,8659
17,9445,7031,9937
13,7054,5411,7645
18,10035,7443,10520
15,8281,6203,8766
17,9311,6985,9869
13,6980,5363,7578
15,8155,6213,8780
