timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
15,51368,42301,59810
16,23108,22227,31423
11,29618,26927,38019
18,62672,50331,71165
20,71040,56167,79417
16,13226,15277,21595
11,20912,20741,29323
11,23969,22859,32318
11,32102,28681,40548
11,36024,31501,44536
