timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
15,8177,11704,16545
20,11498,14057,19871
14,6200,10312,14574
15,5712,9968,14088
14,7467,11550,16325
19,10824,13581,19198
17,9661,12770,18050
16,9118,12370,17486
14,7634,11327,16012
12,6774,10716,15148
