timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
20,65599,47122,66627
17,55037,39623,56024
13,39567,28712,40595
11,35239,25613,36213
15,20783,15370,21730
14,47277,34166,48304
19,64406,46279,65433
19,47514,34099,48212
19,58279,41935,59292
19,39829,28858,40803
