timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
19,4305,8976,12687
20,4545,9139,12917
11,2370,7603,10745
12,2682,7818,11050
17,3810,8623,12187
20,4551,9152,12934
11,2427,7645,10804
12,2673,7819,11050
17,3847,8646,12221
20,4525,9116,12885
