timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
11,6989,10961,15494
19,65847,52612,74389
15,52080,42761,60457
16,54918,44774,63308
14,20034,20113,28435
15,52523,43266,61173
16,56254,45727,64653
11,38167,32902,46519
14,24324,23130,32700
13,45323,37989,53711
