timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
11,12574,9428,13327
15,17246,12869,18192
14,15933,11961,16908
19,21989,16013,22638
19,21832,16169,22859
19,21972,16265,22995
19,21985,16279,23012
19,21921,16232,22944
19,21978,15936,22531
19,21852,15935,22528
