timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
18,20838,20658,29207
15,17280,18157,25668
11,12587,14832,20968
19,21858,21384,30233
13,14885,16448,23251
12,13723,15641,22111
17,19632,19820,28021
17,19588,19776,27959
17,19604,19789,27976
14,16068,17287,24439
