timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
11,8714,6404,9052
12,4306,3297,4657
20,62325,44806,63353
17,57940,41618,58847
13,31357,22862,32319
18,6252,4632,6546
18,45973,33244,47001
11,37780,27288,38583
12,40819,29594,41841
13,45471,32877,46486
