timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
13,14895,11090,15678
18,20732,15391,21759
11,12590,9466,13382
15,17214,12897,18232
17,19622,14605,20647
13,14944,11231,15876
11,12574,9406,13296
15,17193,12825,18130
17,19570,14570,20593
13,14828,11105,15698
