timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
13,6867,10785,15245
11,28768,26293,37172
11,31100,27921,39476
14,40885,34840,49258
15,10001,12991,18364
18,55910,45462,64280
17,48005,39950,56484
12,24809,23905,33796
14,27249,25191,35615
20,14492,16165,22852
