timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
12,2605,7766,10977
17,3830,8628,12195
20,4547,9143,12922
11,2387,7612,10758
12,2673,7811,11039
17,3824,8632,12199
17,3708,8542,12074
20,4497,9106,12871
11,2424,7642,10801
12,2679,7823,11056
