timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
15,2871,7957,11248
18,3404,8338,11783
16,2947,8014,11324
19,3691,8535,12063
17,3244,8223,11621
20,3917,8699,12294
15,2877,7965,11256
15,2814,7920,11192
18,3509,8409,11884
12,2153,7453,10532
