timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
15,11262,13969,19748
16,57084,46331,65507
14,47965,39844,56334
15,52285,43091,60927
16,34603,30592,43250
11,39613,33903,47935
14,50566,41709,58973
15,54138,44320,62662
16,56279,45734,64661
20,69635,55168,78003
