timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
11,12386,14682,20756
16,18447,18962,26808
19,21890,21405,30262
13,14912,16484,23302
15,17287,18144,25651
18,20721,20580,29096
15,16661,17725,25058
11,12441,14723,20813
19,21914,21419,30281
20,22539,21895,30956
