timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
16,46807,33829,47830
15,41817,30304,42845
14,38385,27845,39371
19,44633,32294,45656
19,7998,6332,8950
16,29967,21848,30891
12,35126,25371,35869
13,36208,26336,37236
11,27039,19852,28067
12,12492,9326,13182
