timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
17,9458,12616,17835
13,6969,10857,15345
11,5831,10051,14207
15,6154,10284,14534
14,7362,11133,15736
12,6521,10538,14896
13,7108,10954,15484
11,5682,9945,14057
15,8194,11715,16559
17,9452,12613,17829
