timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
19,22232,15826,22375
16,6765,5026,7103
15,15492,11137,15743
17,19877,14242,20133
13,15154,10898,15401
15,17545,12505,17678
14,16384,11686,16521
16,18685,13312,18820
12,13963,10061,14222
13,15122,10879,15376
