timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
17,3923,2938,4148
20,4633,3437,4855
17,3909,2945,4159
20,4630,3436,4852
17,3889,2913,4114
20,4627,3427,4841
14,3148,2366,3339
19,4410,3296,4654
16,3670,2765,3905
15,3461,2614,3690
