timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
14,82188,61450,82436
16,93943,70218,94194
12,70482,52724,70728
13,76312,57081,76574
18,105623,78914,105875
11,64462,48232,64703
15,87722,65585,87978
14,79767,59730,80128
13,75860,56755,76118
11,53757,40280,54030
