timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
15,97625,73656,98810
12,107491,81022,108685
18,131249,98824,132571
13,82296,62219,83465
13,118224,89048,119459
16,155745,117021,156990
20,187763,140914,189023
12,116860,88030,118092
18,149600,112125,150378
13,110328,82729,110981
