timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
17,9926,7533,10103
13,7634,5827,7814
18,10566,8013,10746
18,10566,8018,10752
18,10565,8015,10748
18,10565,8016,10751
18,9467,7196,9650
18,10574,8023,10759
18,10552,8003,10734
18,10563,8012,10746
