timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
17,19741,15245,20446
13,15113,12006,16105
11,12776,10134,13593
15,17464,13546,18168
17,19811,15299,20518
13,15045,11949,16028
11,12762,10120,13574
15,17479,13558,18184
17,19789,15284,20498
13,15117,12009,16109
