timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
13,62166,46501,62379
18,72815,54694,73368
11,73169,55104,73920
12,57063,42636,57175
17,112676,84622,113510
13,106420,79733,106928
18,138909,103818,139268
18,120117,89806,120457
18,125704,94473,126731
11,93070,69865,93718
