timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
16,18787,14136,18963
15,17624,13280,17813
14,16375,12337,16548
16,18795,14135,18961
12,14100,10657,14294
13,15275,11523,15457
18,21153,15906,21337
18,21125,15880,21302
18,21140,15912,21346
18,21144,15913,21348
