timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
18,20005,15299,20523
16,18778,14385,19296
14,16487,12565,16996
14,16375,12590,16886
11,12911,10012,13427
20,23495,17899,24011
19,22318,17023,22835
14,15270,11772,15790
14,16450,12645,16961
11,10537,8242,11053
