timeDuration, bytesRecvedOfApplication, sniffedPacketNum, sniffedSize
11,12764,10283,13794
17,19740,15242,20440
15,17372,13480,18078
19,22169,17056,22873
14,16228,12716,17055
11,12752,10272,13778
17,19808,15293,20509
